text,label
BCS shockers Texas in Fiesta Pitt to Rose As expected Auburn is the odd team out of the BCS national championship game and Texas has bumped Cal out of the Rose Bowl In addition to the Longhorns lastminute jump there was another shocker Texas,one
Israel Arrests UN Employees Army Israel has arrested UN employees and plans to indict them for quotsuspected links to terrorism quot an Israeli army officer said Tuesday,zero
Northwest sues Sabre over ticket fees Northwest Airlines Corp filed suit against Sabre Travel Network in the US District Court for the District of Minnesota alleging that Sabre instituted measures that will make it more difficult for the carrier to sell tickets,two
Moss questionable for Sunday The Jets announced on Wednesday that wide receiverpunt returner Santana Moss is questionable for Sunday s game against the San Francisco ers,one
Packers Panthers Green ran for two touchdowns and caught a third Monday night to lead the Green Bay Packers to a victory over the Panthers who became the sixth straight team to lose in the Super Bowl and their ensuing season opener,one
Stocks Mixed As Oil Prices Remain Higher NEW YORK Stocks were narrowly mixed Tuesday as oil prices remained higher and Wall Street weighed a lackluster report on retail sales but light volume showed that many investors remained on the sidelines With Hurricane Ivan threatening oil rigs in the Gulf of Mexico crude futures moved higher for the second straight day but the possibility of an increase in output from OPEC took the edge off investors concerns,zero
UK s Blair to Put Africa at Heart of the G Agenda in UK Prime Minister Tony Blair this week will put efforts to curb disease and poverty in Africa at the center of the agenda of the Group of Eight industrial nations next year,zero
Rwandan President Warns Forces Will Deal with Rebels in ltbgtltbgt Rwanda s president on Tuesday warned he would send forces after rebels that have launched attacks from neighboring Congo and suggested he may already have if Congo and the United Nations don t do more to disarm the fighters,zero
Boeing earnings jump Strong performances across the Boeing Co quots defense systems businesses including the C and X programs based in Long Beach and future combat systems in Huntington Beach helped boost third,two
China tightens grip on Internet freedom The Chinese government has closed internet cafes and fined operators a total of million for letting children access porn websites and play violent games the government said according to wired,three
AOL updates instant messenger America Online launched on Wednesday the latest version of its instant messaging software expanding support for sharing pictures and adding several subscriptionbased features,three
Reformed Australian opposition leader finds silence is golden AFP AFP If Australian opposition leader Mark Latham wins the October election it will be a newfound ability to bite his tongue as much as a bold strategy platform that delivers him the keys to the prime ministers office,zero
US Treasury Debt Investors Turn More Bearish on Dollar Drop Investors in US Treasury notes are growing more bearish that the dollar s decline to a record against the euro and a fouryear low versus the yen will diminish the appeal of US assets,two
Stockland Buys Lensworth From Foster s for A Mln Update Stockland bought the Lensworth property development business from Foster s Group Ltd for A million million becoming Australia s biggest residential property developer,two
European dominance A pairing that US captain Hal Sutton said was two years in the making was two holes in the breaking during the first day of the th Ryder Cup at Oakland Hills Country Club s South Course,one
Macromedia Rolls New Flex Builder Tool Macromedia Quote Chart took the wraps off its first developer tool for its Flex platform that it says will encourage more people to build rich media and Webfacing applications,three
Oil Retreat Deepens Ahead of US Data LONDON Reuters Oil prices extended recent heavy losses on Wednesday ahead of weekly US data expected to show fuel stocks rising in time for peak winter demand,two
GM to Begin Making Cadillacs in China AP AP General Motors said Monday it will start making Cadillacs in China this year joining a race by foreign luxury car brands to sell to the countrys newly rich elite,zero
New Panama President Vows to Mend Cuba Ties PANAMA CITY Reuters Panamas new President Martin Torrijos vowed on Wednesday to mend diplomatic ties with Cuba ruptured last week when his predecessor pardoned four men jailed for plotting to kill Cuban President Fidel Castro,zero
TOnline returns to Deutsche Telekom mothership German incumbent telco Deutsche Telekom announced over the weekend it is to begin taking its internet division TOnline back entirely within the mother corporation,two
Forest begin new era in usual style IN WHAT transpired to be his final programme notes Joe Kinnear insisted that he would do everything to make this Christmas a happy one for Nottingham Forest supporters,one
Viacom panel to look at videogame arena NEW YORK Given that its chairman owns a large stake of a videogame company media giant Viacom Inc has appointed a threeperson committee to evaluate dealings in the videogame arena and protect against potential conflicts of interest,two
A Tug of War Its a single glass case in an squarefoot exhibition but its likely to draw more flak than its size would suggest,zero
Jabil Posts Profit on Stronger Demand ltpgtltpgtltpgt SAN FRANCISCO Reuters Contract electronics manufacturerJabil Circuit Inc ltJBLNgt on Tuesday posted a quarterly profitthat more than doubled on stronger demand for computerscellphones and other electronic productsltpgt,three
Dualcore IBM PowerPC to ship in singlecore form Standalone part or a dualie with one dud core,three
IMF Predicts Strongest Growth in Decades The global economy should register its strongest growth in three decades in despite soaring oil prices which are expected to restrain the US expansion a bit the International Monetary Fund said Wednesday,two
Davenport Ends Season TopRanked Player AP AP Lindsay Davenport finished No in the world for the third time in the yearend WTA rankings released Tuesday,one
Watchdog says few make the grade Expert says most companies still need to improve governance and raise ethics of those at the top By Jay Loomis Nell Minow has never been afraid to confront the power brokers in corporate America first as,two
Intel appoints Otellini as CEO Intel the world s largest computer chip maker announced on Thursday that its directors had confirmed the selection of the company president Paul Otellini as chief executive,two
Barry Bonds Floats Their Boats While Barry Bonds takes aim at home runs fans wait patiently on the waters of McCovey Cove behind SBC Park for the ultimate prize,one
PacifiCare to Buy American Medical NEW YORK Reuters PacifiCare Health Systems Inc one of the biggest Medicare plan providers said on Wednesday it has agreed to buy healthcare benefits provider American Medical Security Group Inc for million to expand its product offerings to individuals and small businesses,two
Update US Airways Pilots Reopen Negotiations Pilots at US Airways Group Inc resumed negotiations Wednesday with management on a new labor contract with the bankrupt airline even as the company made clear that it will now be seeking greater concessions,two
UN pullback in Sierra Leone moves to security handover in capital FREETOWN UN peacekeepers were handing over charge of security for Freetown to Sierra Leone s nascent police and armed forces the latest step in a staggered withdrawal after a fiveyear mission to restore calm to the west African state,zero
US Warplanes Bomb Najafs Old City NAJAF Iraq US warplanes bombed Najafs Old City and gunfire rattled on Sunday amid fears a plan to end the standoff with radical Shiite cleric Muqtada alSadr could collapse,zero
Subplots abound in rich ALCS the two Eastern Division rivals as consumed with each other as Ahab was with his whale now and forever Tonight it s Mike Mussina vs,one
Falcons Sign Crumpler to Contract Extension FLOWERY BRANCH Ga Sports Network The Atlanta Falcons Monday signed Pro Bowl tight end Alge Crumpler to a sixyear contract extension,one
Oil Near on Mounting Iraq Violence SINGAPORE Reuters Global oil prices rallied to fresh highs on Friday with US crude approaching driven by escalating violence in Iraq and unabated demand growth from China and India,two
Roadmap despite the Kroadblock NEW DELHI SEPTEMBER India and Pakistan today committed themselves to a slow but sustained process to keep the dialogue going in which New Delhi for the first time accepted the viability of an overland gas pipeline through Pakistan and Islamabad,zero
US stocks gain on KmartSears merger Stocks closed higher on Wall Street as investors welcomed the merger of Kmart Holding Corp and Sears However climbing oil prices restricted gains,two
Martinez sizzles as Sox stop Texas The brains behind the Red Sox spent long winter nights calculating what it might take to end the franchise s year championship famine,one
Macromedia looks to extend Web conferencing Macromedia is looking to bring Web conferencing to the masses by making its Breeze Live hosted service available on a payasyou go basis instead of requiring a subscription,three
Microsoft Looks to Expand Windows Brand at Home Efforts by Microsoft Corp MSFT and the PC industry to expand into to the living room will get a boost next week as they show off technologies that try to balance Hollywoods piracy fears with the appeal of digital media,three
Kings Bucks SACRAMENTO Calif Peja Stojakovic PAY zhah stoyAH kohvich scored of his points in the fourth quarter and the Sacramento Kings rallied for their fifth straight victory to over Milwaukee,one
Marines Vent Frustration in Western Iraq AP AP The sound of the Black Hawk medical helicopter is an ominous sign for the Marines patrolling this forgotten western corner of Iraq that borders Syria It means that one of them is seriously wounded or killed by their elusive enemy,zero
Elpida May Raise as Much as Bln Yen in Initial Share Sale Elpida Memory Inc Japan s largest manufacturer of memory chips plans to raise as much as billion yen million in an initial public offering to help finance the construction of a new plant,two
Singapores Economy Grows in AP AP Singapores economy expanded percent in the fourth quarter from a year ago and grew by percent for the full year in the citystates Ministry of Trade said Monday,two
Spansion Makes Splash in Flash AMD Quote Chart and Fujitsu have embarked on a new line of advanced Flash memory to address an explosion of consumer electronics products the companies said Tuesday,three
Kmart and Sears announce merger Kmart Holding Corp and Sears Roebuck and Co said Wednesday that they are merging to form a new retail company called Sears Holdings Corp that will be the US thirdlargest retailer with about US billion in annual revenues,two
Endangered bird dies in captivity SAN DIEGO The only captive member of what may be the world s most endangered species of bird has died in Hawaii zoo officials announced Tuesday,three
IBM offers companies monthly security report The IBM Global Business Security Index will compile threat information from some IBM security professionals and half a million monitored devices so the severity of any threats can be analyzed,three
Zimbabwe opposition poll boycott Zimbabwes main opposition party say they will not take part in elections unless major reforms are made,zero
Twins intimidated by Yanks No way USATODAYcom USATODAYcom Too tired to take batting practice the blearyeyed Minnesota Twins milled around the Metrodome just hours after another postseason rally by the New York Yankees evened their American League Division Series at one game each,one
Democratic Rep Bob Matsui Dies at AP AP Rep Robert T Matsui of California who spent time in an internment camp for JapaneseAmericans as an infant during World War II and went on to serve years in Congress has died of complications from a rare disease his family said Sunday,zero
Brunei wedding showcases royaltys enduring role in Asia AFP AFP The lavish wedding of the heir to oilrich Bruneis throne this week underscores the enduring importance of royal families in some Asian countries despite rapid modernisation,zero
Fossil of last great ape ancestor found Paleontologiosts from the Miguel Crusafont Institute of Paleontology and the Diputacisn de Barcelona in Barcelona Spain have found a fossil of a new ape species called Pierolapithecus catalaunicus or its close relative that might have been the last,three
Microsoft s Ballmer Addresses Linux Security Joyce Plotkin Massachusetts Software Council s president told LinuxInsider that the group regularly brings heavy hitters to its membership meetings and that past speakers have included Bill Gates and Steve Jobs,three
Asia welcomes bon ami Chirac French President Jacques Chirac on a state visit to China launch the quotYear of France in China quot yesterday in Beijing He arrived in China from Singapore where he stopped over on his trip dubbed his continuing quotyear liaison with Asia,zero
Nokia Vodafone push for mobile Java standards The worlds largest mobile phone manufacturer and Europes largest wireless operator have launched an initiative to simplify Java standards for mobile devices in a move aimed to help developers create software for multiple Javaenabled devices thus providing users with a wider choice of Javabased applications,three
Davidson steals limelight Briton Anthony Davidson enhanced his claims for a place in the BAR team next season by going fastest in free practice for Sunday s Belgian GP,one
UN Peruvians Relying on Food Aid AP AP Tens of thousands of Peruvians are surviving on international food aid after the harshest weather in decades devastated their harvests the United Nations said Tuesday,zero
We can win the series says Ganguly quotAfter the momentum we have got in Chennai we should win the next two Tests We are quite capable of winning the series quot Ganguly said,one
Lions Lose Rogers to Broken Collarbone A broken collarbone has ruined another season for Detroit Lions wide receiver Charles Rogers,one
Martha Stewart Co Hires Burnett to Create TV Show Mark Burnett creator of the hit reality TV shows quotSurvivor quot and quotThe Apprentice quot will develop a new primetime television series featuring Martha Stewart her company said on Tuesday,two
Harris Bank Expands Into Indiana Harris Bank said Wednesday that it is buying a privately held network of banks in northwest Indiana expanding its branches into the state for the first time,two
Don t Get Burned Paying for a Hotspot Okay no more excuses Don t even try telling your boss that your report is late because you couldn t find an Internet connection,two
AOL dumps sender ID According to internetnewscom AOL has dumped the idea following concerns expressed by the Internet Engineering Task Force IETF coupled with the tepid support for Sender ID in the open source community,three
Mercenaries attacked tent Dubai Former Palestinian security minister Mohammed Dahlan said on Monday that a quotgang of mercenaries quot known to the Palestinian police were behind the shooting that resulted in two deaths in a mourning tent for Yasser Arafat in Gaza,zero
Labor Conflict Looms at VW Carmaker Volkswagen could become the next venue for strikes after personnel chief Peter Hartz called for a twoyear wage freeze Monday,zero
American Hostage Beheaded An American hostage being held in Iraq has been beheaded according to a statement by the group holding three Westerners The statement said God protect him has beheaded the first American,zero
MAC to fill Pac s slot in Silicon Valley bowl The Silicon Valley Bowl is close to finalizing a deal to bring a team from the MidAmerican Conference to the game in place of a Pac team,one
US troops clash with Iraqi rebels Iraqi insurgents reportedly occupy a government building in the town of Khalis before being driven out by US troops,zero
Milosevic takes back seat as first defence witness on stand AFP AFP Former Yugoslav president Slobodan Milosevic was forced to take a back seat at his trial for genocide and war crimes as lawyers imposed on him by a UN tribunal examined his first defence witness,zero
Chens Taiwan Poll Loss Seen Easing China Strains Reuters Reuters The proindependence party of TaiwanPresident Chen Shuibian suffered a surprise defeat in weekendlegislative elections that could ease tensions with China butparalyze government on the democratic island,zero
US retail sales down percent in August AFP AFP US retail sales fell percent in August marking the third decline in the past five months according to an estimate from the Commerce Department,two
EU irked by Turkish adultery law The EU enlargement commissioner says Turkeys plans to make adultery a crime could affect its chances of joining the EU,zero
Iraqi Prime Minister Meets With European Union Leaders Ayad Allawi sought to calm anger today over his description of states that opposed the war as spectators,zero
A wakeup call Dr David Andorsky a resident at Brigham and Womens Hospital woke up from a twohour nap in the oncall room at am last Tuesday Andorsky had been on duty since am the previous day and still had a few hours to go caring for patients in the intensive care unit,two
Envoy pleads for Bigley s body Baghdad The killers of Kenneth Bigley were asked on Sunday to return his body to end the quotagonising wait quot for his family and to quotfinally allow them to lay him to rest quot in an appeal by the British ambassador to Iraq,zero
Sony Taps NVIDIA for Playstation Graphics Sony entertainment has chosen NVIDIA as the supplier for the powerful graphics chips required for Sonys upcoming Playstation video game console,three
United Air plans bn cost cuts United Airlines warned yesterday that it would need to cut a further billion from its annual costs in an effort to return the airline to profitability and attract external financing to exit bankruptcy,two
Judiciary Committee Votes Custodial Sentences for File Swappers ltbgtltbgt The US House Judiciary Committee has voted for criminal penalties for individuals that install spyware on PCs and for movie pirates,three
UN organizes opensource software day across Asia The United Nations through its International Open Source Network IOSN will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software FOSS and encourage its wider use in the region,three
Supreme Court will not hear appeal of convicted killerrapist Larry Fisher Canadian Press Canadian Press OTTAWA CP The man convicted of the brutal murder and rape that kept David Milgaard wrongfully imprisoned for years will not be able to appeal his case to the Supreme Court of Canada,zero
Heidfeld gets a second look Nick Heidfeld will be given a second chance at landing the remaining full time ride at BMWWilliams Team officials say the German will test with them again next week in Jerez Spain,one
Kirkland company sued by Microsoft KIRKLAND A local company is one of several across the country targeted by Microsoft Corp in a spate of copyright and trademark infringement lawsuits filed Monday,three
Your Old Inkjet Printer Could Aid Burn Victims PC World PC World Medical research team believes units could be modified to print new skin,three
Iraq to spend billion to expand oil production Iraq is planning to spend more than billion in to boost its oil production capacity by about percent to million barrels a day an Iraqi official said,two
CARE Australia says it appears Iraq hostage Margaret Hassan is dead AFP AFP CARE Australia the charity group which employs kidnapped Britishborn Iraqi aid worker Margaret Hassan said Wednesday that it appeared she had been killed in Iraq,zero
Classy McGrath puts Australia on top in third India Test AFP AFP Glenn McGrath destroyed Indias top order in his th Test match here to bring world champions Australia closer to their first series win on Indian soil in years,zero
Wilson sets the pace at Texas Open SAN ANTONIO Dean Wilson shot a fiveunder on Friday and led Ted Purdy by a stroke halfway through the Texas Open Wilson was at under after holes at the La Cantera Golf Club course in the rocky hills just north of San Antonio,one
Team USA s bigbopper is tearing it up at the Games Team USA third baseman Crystl Bustos has been called the Barry Bonds and Sammy Sosa of softball but a more apt comparison would be to Freddy and Jason,one
Report Expected to Blame in Iraq Abuse WASHINGTON Two dozen people will be blamed by an Army investigation into the abuse of inmates at Iraqs Abu Ghraib prison says a senior defense official The official who spoke Wednesday on condition of anonymity provided no details of the report,zero
Two Ejected in SteelersBrowns Fight AP AP Pittsburgh Steelers linebacker Joey Porter and Cleveland Browns running back William Green were ejected before Sundays game for fighting during warmups,one
Death jolts Indonesian rights activists Indonesian rights campaigners have had their worst fears confirmed with the news the country s bestknown activist was apparently a victim of arsenic poisoning,zero
CIA Pentagon Officials Fight Merge Plan WASHINGTON Opening a rare window into a secret world the CIA and the Pentagon are publicly fighting a proposal to centralize under Defense Department control the US covert paramilitary operations used increasingly in recent years in Afghanistan and elsewhere,zero
Gamer buys virtual land A gamer spends on a virtual island that exists only in a PC roleplaying game,three
Mysterious Moonscape Seen on Saturn s Titan Highquality images of Titan Saturn s mysterious moon tantalized and bewildered scientists yesterday and they warned that NASA s Cassini spacecraft may have to make several passes over the frozen world before it gives up its secrets,three
Italian judge opens Parmalat fraud hearings A judge on Tuesday began preliminary hearings into the billioneuro collapse of Parmalat that could lead to one of the biggest trials in Italian corporate history,two
Rumbling on After Years the Clash in Kinshasa LONDON Reuters The action was set for am two or three hours before the African dawn,one
Fisher amp Paykel buys US company New Zealand s biggest appliance maker Fisher and Paykel Appliances said today it acquired United States manufacturer and distributor of premium cooking appliances Dynamic Cooking Systems,two
Bitter Malpractice Fight Going to Voters Rivaling Bush vs Kerry for bitterness doctors and trial lawyers are squaring off this fall in an unprecedented fourstate struggle over limiting malpractice awards,zero
