text,label
boeing earnings jump strong performances across the boeing co quots defense systems businesses including the c and x programs based in long beach and future combat systems in huntington beach helped boost third,two
china tightens grip on internet freedom the chinese government has closed internet cafes and fined operators a total of million for letting children access porn websites and play violent games the government said according to wired,three
aol updates instant messenger america online launched on wednesday the latest version of its instant messaging software expanding support for sharing pictures and adding several subscriptionbased features,three
reformed australian opposition leader finds silence is golden afp afp if australian opposition leader mark latham wins the october election it will be a newfound ability to bite his tongue as much as a bold strategy platform that delivers him the keys to the prime ministers office,zero
us treasury debt investors turn more bearish on dollar drop investors in us treasury notes are growing more bearish that the dollar s decline to a record against the euro and a fouryear low versus the yen will diminish the appeal of us assets,two
stockland buys lensworth from foster s for a mln update stockland bought the lensworth property development business from foster s group ltd for a million million becoming australia s biggest residential property developer,two
european dominance a pairing that us captain hal sutton said was two years in the making was two holes in the breaking during the first day of the th ryder cup at oakland hills country club s south course,one
macromedia rolls new flex builder tool macromedia quote chart took the wraps off its first developer tool for its flex platform that it says will encourage more people to build rich media and webfacing applications,three
oil retreat deepens ahead of us data london reuters oil prices extended recent heavy losses on wednesday ahead of weekly us data expected to show fuel stocks rising in time for peak winter demand,two
gm to begin making cadillacs in china ap ap general motors said monday it will start making cadillacs in china this year joining a race by foreign luxury car brands to sell to the countrys newly rich elite,zero
new panama president vows to mend cuba ties panama city reuters panamas new president martin torrijos vowed on wednesday to mend diplomatic ties with cuba ruptured last week when his predecessor pardoned four men jailed for plotting to kill cuban president fidel castro,zero
tonline returns to deutsche telekom mothership german incumbent telco deutsche telekom announced over the weekend it is to begin taking its internet division tonline back entirely within the mother corporation,two
forest begin new era in usual style in what transpired to be his final programme notes joe kinnear insisted that he would do everything to make this christmas a happy one for nottingham forest supporters,one
viacom panel to look at videogame arena new york given that its chairman owns a large stake of a videogame company media giant viacom inc has appointed a threeperson committee to evaluate dealings in the videogame arena and protect against potential conflicts of interest,two
a tug of war its a single glass case in an squarefoot exhibition but its likely to draw more flak than its size would suggest,zero
jabil posts profit on stronger demand ltpgtltpgtltpgt san francisco reuters contract electronics manufacturerjabil circuit inc ltjblngt on tuesday posted a quarterly profitthat more than doubled on stronger demand for computerscellphones and other electronic productsltpgt,three
dualcore ibm powerpc to ship in singlecore form standalone part or a dualie with one dud core,three
imf predicts strongest growth in decades the global economy should register its strongest growth in three decades in despite soaring oil prices which are expected to restrain the us expansion a bit the international monetary fund said wednesday,two
davenport ends season topranked player ap ap lindsay davenport finished no in the world for the third time in the yearend wta rankings released tuesday,one
watchdog says few make the grade expert says most companies still need to improve governance and raise ethics of those at the top by jay loomis nell minow has never been afraid to confront the power brokers in corporate america first as,two
intel appoints otellini as ceo intel the world s largest computer chip maker announced on thursday that its directors had confirmed the selection of the company president paul otellini as chief executive,two
barry bonds floats their boats while barry bonds takes aim at home runs fans wait patiently on the waters of mccovey cove behind sbc park for the ultimate prize,one
pacificare to buy american medical new york reuters pacificare health systems inc one of the biggest medicare plan providers said on wednesday it has agreed to buy healthcare benefits provider american medical security group inc for million to expand its product offerings to individuals and small businesses,two
update us airways pilots reopen negotiations pilots at us airways group inc resumed negotiations wednesday with management on a new labor contract with the bankrupt airline even as the company made clear that it will now be seeking greater concessions,two
un pullback in sierra leone moves to security handover in capital freetown un peacekeepers were handing over charge of security for freetown to sierra leone s nascent police and armed forces the latest step in a staggered withdrawal after a fiveyear mission to restore calm to the west african state,zero
us warplanes bomb najafs old city najaf iraq us warplanes bombed najafs old city and gunfire rattled on sunday amid fears a plan to end the standoff with radical shiite cleric muqtada alsadr could collapse,zero
subplots abound in rich alcs the two eastern division rivals as consumed with each other as ahab was with his whale now and forever tonight it s mike mussina vs,one
falcons sign crumpler to contract extension flowery branch ga sports network the atlanta falcons monday signed pro bowl tight end alge crumpler to a sixyear contract extension,one
oil near on mounting iraq violence singapore reuters global oil prices rallied to fresh highs on friday with us crude approaching driven by escalating violence in iraq and unabated demand growth from china and india,two
roadmap despite the kroadblock new delhi september india and pakistan today committed themselves to a slow but sustained process to keep the dialogue going in which new delhi for the first time accepted the viability of an overland gas pipeline through pakistan and islamabad,zero
us stocks gain on kmartsears merger stocks closed higher on wall street as investors welcomed the merger of kmart holding corp and sears however climbing oil prices restricted gains,two
martinez sizzles as sox stop texas the brains behind the red sox spent long winter nights calculating what it might take to end the franchise s year championship famine,one
macromedia looks to extend web conferencing macromedia is looking to bring web conferencing to the masses by making its breeze live hosted service available on a payasyou go basis instead of requiring a subscription,three
microsoft looks to expand windows brand at home efforts by microsoft corp msft and the pc industry to expand into to the living room will get a boost next week as they show off technologies that try to balance hollywoods piracy fears with the appeal of digital media,three
kings bucks sacramento calif peja stojakovic pay zhah stoyah kohvich scored of his points in the fourth quarter and the sacramento kings rallied for their fifth straight victory to over milwaukee,one
marines vent frustration in western iraq ap ap the sound of the black hawk medical helicopter is an ominous sign for the marines patrolling this forgotten western corner of iraq that borders syria it means that one of them is seriously wounded or killed by their elusive enemy,zero
elpida may raise as much as bln yen in initial share sale elpida memory inc japan s largest manufacturer of memory chips plans to raise as much as billion yen million in an initial public offering to help finance the construction of a new plant,two
singapores economy grows in ap ap singapores economy expanded percent in the fourth quarter from a year ago and grew by percent for the full year in the citystates ministry of trade said monday,two
spansion makes splash in flash amd quote chart and fujitsu have embarked on a new line of advanced flash memory to address an explosion of consumer electronics products the companies said tuesday,three
kmart and sears announce merger kmart holding corp and sears roebuck and co said wednesday that they are merging to form a new retail company called sears holdings corp that will be the us thirdlargest retailer with about us billion in annual revenues,two
endangered bird dies in captivity san diego the only captive member of what may be the world s most endangered species of bird has died in hawaii zoo officials announced tuesday,three
ibm offers companies monthly security report the ibm global business security index will compile threat information from some ibm security professionals and half a million monitored devices so the severity of any threats can be analyzed,three
zimbabwe opposition poll boycott zimbabwes main opposition party say they will not take part in elections unless major reforms are made,zero
twins intimidated by yanks no way usatodaycom usatodaycom too tired to take batting practice the blearyeyed minnesota twins milled around the metrodome just hours after another postseason rally by the new york yankees evened their american league division series at one game each,one
democratic rep bob matsui dies at ap ap rep robert t matsui of california who spent time in an internment camp for japaneseamericans as an infant during world war ii and went on to serve years in congress has died of complications from a rare disease his family said sunday,zero
brunei wedding showcases royaltys enduring role in asia afp afp the lavish wedding of the heir to oilrich bruneis throne this week underscores the enduring importance of royal families in some asian countries despite rapid modernisation,zero
fossil of last great ape ancestor found paleontologiosts from the miguel crusafont institute of paleontology and the diputacisn de barcelona in barcelona spain have found a fossil of a new ape species called pierolapithecus catalaunicus or its close relative that might have been the last,three
microsoft s ballmer addresses linux security joyce plotkin massachusetts software council s president told linuxinsider that the group regularly brings heavy hitters to its membership meetings and that past speakers have included bill gates and steve jobs,three
asia welcomes bon ami chirac french president jacques chirac on a state visit to china launch the quotyear of france in china quot yesterday in beijing he arrived in china from singapore where he stopped over on his trip dubbed his continuing quotyear liaison with asia,zero
nokia vodafone push for mobile java standards the worlds largest mobile phone manufacturer and europes largest wireless operator have launched an initiative to simplify java standards for mobile devices in a move aimed to help developers create software for multiple javaenabled devices thus providing users with a wider choice of javabased applications,three
davidson steals limelight briton anthony davidson enhanced his claims for a place in the bar team next season by going fastest in free practice for sunday s belgian gp,one
un peruvians relying on food aid ap ap tens of thousands of peruvians are surviving on international food aid after the harshest weather in decades devastated their harvests the united nations said tuesday,zero
we can win the series says ganguly quotafter the momentum we have got in chennai we should win the next two tests we are quite capable of winning the series quot ganguly said,one
lions lose rogers to broken collarbone a broken collarbone has ruined another season for detroit lions wide receiver charles rogers,one
martha stewart co hires burnett to create tv show mark burnett creator of the hit reality tv shows quotsurvivor quot and quotthe apprentice quot will develop a new primetime television series featuring martha stewart her company said on tuesday,two
harris bank expands into indiana harris bank said wednesday that it is buying a privately held network of banks in northwest indiana expanding its branches into the state for the first time,two
don t get burned paying for a hotspot okay no more excuses don t even try telling your boss that your report is late because you couldn t find an internet connection,two
aol dumps sender id according to internetnewscom aol has dumped the idea following concerns expressed by the internet engineering task force ietf coupled with the tepid support for sender id in the open source community,three
mercenaries attacked tent dubai former palestinian security minister mohammed dahlan said on monday that a quotgang of mercenaries quot known to the palestinian police were behind the shooting that resulted in two deaths in a mourning tent for yasser arafat in gaza,zero
labor conflict looms at vw carmaker volkswagen could become the next venue for strikes after personnel chief peter hartz called for a twoyear wage freeze monday,zero
american hostage beheaded an american hostage being held in iraq has been beheaded according to a statement by the group holding three westerners the statement said god protect him has beheaded the first american,zero
mac to fill pac s slot in silicon valley bowl the silicon valley bowl is close to finalizing a deal to bring a team from the midamerican conference to the game in place of a pac team,one
us troops clash with iraqi rebels iraqi insurgents reportedly occupy a government building in the town of khalis before being driven out by us troops,zero
milosevic takes back seat as first defence witness on stand afp afp former yugoslav president slobodan milosevic was forced to take a back seat at his trial for genocide and war crimes as lawyers imposed on him by a un tribunal examined his first defence witness,zero
chens taiwan poll loss seen easing china strains reuters reuters the proindependence party of taiwanpresident chen shuibian suffered a surprise defeat in weekendlegislative elections that could ease tensions with china butparalyze government on the democratic island,zero
us retail sales down percent in august afp afp us retail sales fell percent in august marking the third decline in the past five months according to an estimate from the commerce department,two
eu irked by turkish adultery law the eu enlargement commissioner says turkeys plans to make adultery a crime could affect its chances of joining the eu,zero
iraqi prime minister meets with european union leaders ayad allawi sought to calm anger today over his description of states that opposed the war as spectators,zero
a wakeup call dr david andorsky a resident at brigham and womens hospital woke up from a twohour nap in the oncall room at am last tuesday andorsky had been on duty since am the previous day and still had a few hours to go caring for patients in the intensive care unit,two
envoy pleads for bigley s body baghdad the killers of kenneth bigley were asked on sunday to return his body to end the quotagonising wait quot for his family and to quotfinally allow them to lay him to rest quot in an appeal by the british ambassador to iraq,zero
sony taps nvidia for playstation graphics sony entertainment has chosen nvidia as the supplier for the powerful graphics chips required for sonys upcoming playstation video game console,three
united air plans bn cost cuts united airlines warned yesterday that it would need to cut a further billion from its annual costs in an effort to return the airline to profitability and attract external financing to exit bankruptcy,two
judiciary committee votes custodial sentences for file swappers ltbgtltbgt the us house judiciary committee has voted for criminal penalties for individuals that install spyware on pcs and for movie pirates,three
un organizes opensource software day across asia the united nations through its international open source network iosn will organize the first annual software freedom day on saturday in an effort to educate asian users about the benefits of free and open source software foss and encourage its wider use in the region,three
supreme court will not hear appeal of convicted killerrapist larry fisher canadian press canadian press ottawa cp the man convicted of the brutal murder and rape that kept david milgaard wrongfully imprisoned for years will not be able to appeal his case to the supreme court of canada,zero
heidfeld gets a second look nick heidfeld will be given a second chance at landing the remaining full time ride at bmwwilliams team officials say the german will test with them again next week in jerez spain,one
kirkland company sued by microsoft kirkland a local company is one of several across the country targeted by microsoft corp in a spate of copyright and trademark infringement lawsuits filed monday,three
your old inkjet printer could aid burn victims pc world pc world medical research team believes units could be modified to print new skin,three
iraq to spend billion to expand oil production iraq is planning to spend more than billion in to boost its oil production capacity by about percent to million barrels a day an iraqi official said,two
care australia says it appears iraq hostage margaret hassan is dead afp afp care australia the charity group which employs kidnapped britishborn iraqi aid worker margaret hassan said wednesday that it appeared she had been killed in iraq,zero
classy mcgrath puts australia on top in third india test afp afp glenn mcgrath destroyed indias top order in his th test match here to bring world champions australia closer to their first series win on indian soil in years,zero
wilson sets the pace at texas open san antonio dean wilson shot a fiveunder on friday and led ted purdy by a stroke halfway through the texas open wilson was at under after holes at the la cantera golf club course in the rocky hills just north of san antonio,one
team usa s bigbopper is tearing it up at the games team usa third baseman crystl bustos has been called the barry bonds and sammy sosa of softball but a more apt comparison would be to freddy and jason,one
report expected to blame in iraq abuse washington two dozen people will be blamed by an army investigation into the abuse of inmates at iraqs abu ghraib prison says a senior defense official the official who spoke wednesday on condition of anonymity provided no details of the report,zero
two ejected in steelersbrowns fight ap ap pittsburgh steelers linebacker joey porter and cleveland browns running back william green were ejected before sundays game for fighting during warmups,one
death jolts indonesian rights activists indonesian rights campaigners have had their worst fears confirmed with the news the country s bestknown activist was apparently a victim of arsenic poisoning,zero
cia pentagon officials fight merge plan washington opening a rare window into a secret world the cia and the pentagon are publicly fighting a proposal to centralize under defense department control the us covert paramilitary operations used increasingly in recent years in afghanistan and elsewhere,zero
gamer buys virtual land a gamer spends on a virtual island that exists only in a pc roleplaying game,three
mysterious moonscape seen on saturn s titan highquality images of titan saturn s mysterious moon tantalized and bewildered scientists yesterday and they warned that nasa s cassini spacecraft may have to make several passes over the frozen world before it gives up its secrets,three
italian judge opens parmalat fraud hearings a judge on tuesday began preliminary hearings into the billioneuro collapse of parmalat that could lead to one of the biggest trials in italian corporate history,two
rumbling on after years the clash in kinshasa london reuters the action was set for am two or three hours before the african dawn,one
fisher amp paykel buys us company new zealand s biggest appliance maker fisher and paykel appliances said today it acquired united states manufacturer and distributor of premium cooking appliances dynamic cooking systems,two
bitter malpractice fight going to voters rivaling bush vs kerry for bitterness doctors and trial lawyers are squaring off this fall in an unprecedented fourstate struggle over limiting malpractice awards,zero
dell slams expected ibmlenovo deal ibmexecutives looking for a buyer for their companys pc business most likely did not spend time in round rock texas speaking at a press conference at openworld on tuesday dell founder and chief executive officer michael dell said that his companys us facilities give them an edge against other north american vendors,three
newmont welcomes release of its executives in indonesia updated ltbgtltbgt us mining giant newmont mining corp on sunday welcomed the release of five of its executives who were detained in indonesia last month amid claims one of the company s gold mines polluted a bay in central indonesia,two
the secret to the rise of man man became the world s alpha species thanks to his outsized brain according to the view that has dominated anthropology for decades,three
moral clarity blurs in darfur crisis talks between sudan s government and two rebel groups to resolve the nearly twoyear battle resume friday by abraham mclaughlin staff writer of the christian science monitor,zero
landed usrussian iss crew savor smell of earth reuters reuters a soyuz capsule made asoft landing in the pitchdark in kazakhstans steppes onsunday and its usrussian crew said they were happy tobreathe in the smell of earth after a long stint in orbit,three
rayovac to buy united industries reuters reuters battery maker rayovac corp ontuesday said it would buy united industries corp a maker oflawn and garden products for about million in cash andstock in a bid to diversify its product mix,two
update commerzbank to cut banking employees commerzbank ag said tuesday it had narrowed its thirdquarter net loss but was slashing of the jobs in its investment banking division practically eliminating the unprofitable department,two
tracy out front surfers paradise australia canada s paul tracy overcame a damaged nosecone in practice to claim the pole position for the lexmark indy breaking up a battle between teammates sebastien bourdais and bruno junqueira,one
dolphins may turn to thirdstring qb ap ap jay fiedler has a cracked rib and aj feeley has a concussion so the miami dolphins may have to turn to thirdstring quarterback sage rosenfels when they play the buffalo bills this weekend in a matchup of the nfls last two winless teams,one
for want of a photo agreement is lost if it looks insane that is because it is an agreement so comprehensive in scope so profound in implication and so improbable after so much history seems to have been brought down by a dispute about a photograph,zero
cablevision narrows loss on revenue surge cablevision systems corp on tuesday said it narrowed its thirdquarter loss as revenue jumped percent buoyed by subscriber growth,two
blackburn get their man as hughes agrees ewood deal wales coach mark hughes was last night installed as the new manager of blackburn filling the gap left by the departure of graeme souness to newcastle,one
cellular firms end dispute over airwaves cellular industry archrivals nextel communications inc and verizon wireless reached an accord yesterday with verizon wireless agreeing not to sue to block regulators from giving nextel control of airwaves worth billions of dollars,two
lightbased net may mean blazing connections newsfactor newsfactor if as einstein proclaimed nothing can travel faster than the speed of light then a supercharged internet based entirely on light might be a great way to move mounting reams of digital data,three
intel gives centrino chip line a wireless upgrade intel corp intco quote profile research on thursday said it has upgraded the wireless networking capabilities of its centrino line of notebook computer chips to allow broader network access with improved security,three
slavery is not dead just less recognizable today million people are enslaved more than at the height of the transatlantic slave trade,zero
nfl game summary baltimore at cincinnati cincinnati oh jamal lewis ran for yards on just carries along with a touchdown as baltimore defeated cincinnati in an afc central showdown at paul brown stadium,one
sicom houston ticker jeff kent was the latest to put a knockout punch on the philadelphia phillies now the question is for how much longer will larry bowa hang on to the ropes,one
bush voted movie villain of the year reuters reuters president george w bush may see himself as defender of democracy and compassionateconservatism but film fans have voted him movie villain of the year,zero
microsoft purchases giant company software for antispyware ltbgtltbgt this morning microsoft pleasantly surprised me by purchasing giant company software which makes what i believe to be the best antispyware solution on the market,three
rumor control the gtapstwo bundle speculation frenzy also this week xbox backwards compatibility and halo fourway coop or lack thereof rumor sony will release the pstwo a scaleddown version of the playstation on october th,three
